Day,Date,Peak_Wind_Gust_kmh,Mid_Wind_Gust_kmh,Valley_Wind_Gust_kmh,Peak_Wind_Speed_kmh,Mid_Wind_Speed_kmh,Valley_Wind_Speed_kmh,Peak_Min_Temp,Peak_Max_Temp,Peak_Feels_Like,Mid_Min_Temp,Mid_Max_Temp,Mid_Feels_Like,Valley_Min_Temp,Valley_Max_Temp,Valley_Feels_Like,Inversion,Peak_Weather2,Peak_Weather5,Mid_Weather2,Mid_Weather5,Valley_Weather2,Valley_Weather5,Peak_Rain_mm,Mid_Rain_mm,Valley_Rain_mm,Peak_Snow_cm,Mid_Snow_cm,Valley_Snow_cm,Thunder,Peak_Snow_depth_cm,Mid_Snow_depth_cm,Base_Snow_depth_cm,
2715,05/12/2021,3,2,1,3,2,1,-22,-19,-25,-19,-15,-20,-17,-15,-15,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,14,10,7,,105,70,70,
2716,06/12/2021,11,7,4,11,7,4,-21,-17,-29,-19,-11,-24,-11,-8,-13,,Snow,Heavy Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,21,0,0,,125,69,70,
2717,07/12/2021,110,64,33,70,43,24,-22,-22,-43,-20,-12,-36,-12,-8,-23,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,9,0,0,,124,66,70,
2718,08/12/2021,97,54,25,56,35,20,-21,-19,-41,-19,-8,-34,-11,-8,-20,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,120,62,70,
2719,09/12/2021,135,91,61,50,32,20,-23,-20,-47,-21,-16,-40,-18,-14,-34,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,16,13,7,,124,73,78,
2720,10/12/2021,116,68,36,31,19,11,-27,-24,-51,-22,-20,-40,-17,-13,-30,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,108,70,78,
2721,11/12/2021,27,16,9,16,10,7,-24,-23,-38,-22,-18,-32,-19,-15,-26,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,110,73,81,
2722,12/12/2021,1,1,0,1,1,0,-25,-23,-24,-19,-12,-17,-15,-14,-11,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,110,73,81,
2723,13/12/2021,6,4,3,6,4,3,-24,-24,-29,-21,-11,-25,-14,-11,-15,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,110,72,81,
2724,14/12/2021,13,9,7,13,9,6,-28,-24,-38,-25,-23,-33,-23,-23,-29,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,114,75,84,
2725,15/12/2021,52,34,22,14,9,6,-25,-24,-42,-22,-20,-36,-20,-19,-31,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,15,13,8,,125,87,92,
2726,16/12/2021,0,0,0,0,0,0,-19,-19,-13,-16,-5,-9,-9,-5,-1,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,126,87,92,
2727,17/12/2021,13,8,5,13,8,5,-25,-22,-34,-20,-15,-26,-15,-11,-18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,122,81,92,
2728,18/12/2021,30,18,10,18,11,5,-27,-23,-42,-22,-20,-32,-17,-10,-24,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,110,76,92,
2729,19/12/2021,0,0,0,0,0,0,-24,-22,-13,-19,-10,-8,-14,-13,-3,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,110,76,92,
2730,20/12/2021,5,3,1,5,3,1,-24,-20,-29,-22,-10,-24,-14,-12,-14,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,10,0,0,,119,76,92,
2731,21/12/2021,0,0,0,0,0,0,-23,-20,-7,-18,-13,-3,-13,-13,1,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,119,76,92,
2732,22/12/2021,22,13,7,22,13,7,-24,-24,-36,-19,-13,-27,-14,-12,-19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,117,75,92,
2733,23/12/2021,70,39,19,22,12,6,-23,-22,-42,-21,-16,-35,-18,-16,-28,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,19,14,10,,130,87,102,
2734,24/12/2021,1,1,0,1,1,0,-25,-22,-24,-23,-11,-20,-15,-15,-12,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,11,0,0,,141,87,102,
2735,25/12/2021,9,5,3,9,5,3,-25,-25,-33,-23,-19,-28,-20,-18,-22,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,10,7,4,,150,94,106,
2736,26/12/2021,10,6,4,10,6,4,-26,-24,-34,-20,-11,-26,-15,-11,-18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,149,93,106,
2737,27/12/2021,62,35,17,21,12,6,-26,-22,-44,-20,-12,-34,-16,-13,-24,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,144,92,106,
2738,28/12/2021,0,0,0,0,0,0,-29,-25,-25,-26,-24,-21,-24,-22,-17,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,1,1,,146,94,107,
2739,29/12/2021,0,0,0,0,0,0,-24,-23,-19,-19,-10,-13,-14,-11,-7,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,146,94,107,
2740,30/12/2021,66,38,20,16,10,5,-26,-23,-45,-23,-21,-38,-21,-21,-31,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,8,7,4,,148,100,110,
2741,31/12/2021,8,5,2,8,5,2,-26,-26,-33,-23,-16,-28,-16,-16,-17,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,17,0,0,,164,100,110,
2742,01/01/2022,1,1,0,1,1,0,-26,-23,-24,-21,-13,-18,-16,-15,-11,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,164,99,110,
2743,02/01/2022,9,5,2,9,5,2,-26,-22,-34,-23,-20,-28,-21,-17,-22,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,17,12,8,,180,111,118,
2744,03/01/2022,17,11,7,17,11,6,-27,-27,-38,-24,-13,-33,-17,-16,-22,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,15,0,0,,193,110,118,
2745,04/01/2022,8,5,3,8,5,3,-24,-20,-31,-21,-15,-26,-19,-16,-21,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,13,6,,207,122,125,
2746,05/01/2022,4,2,2,4,2,2,-26,-26,-30,-23,-19,-25,-21,-21,-21,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,7,5,4,,213,128,128,
2747,06/01/2022,23,13,6,23,13,6,-26,-23,-39,-23,-12,-33,-16,-16,-20,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,9,0,0,,220,126,128,
2748,07/01/2022,17,9,4,17,9,4,-27,-23,-38,-24,-20,-32,-22,-20,-26,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,9,7,5,,228,133,133,
2749,08/01/2022,37,24,16,37,23,14,-27,-26,-43,-24,-21,-37,-22,-20,-32,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,21,18,8,,246,148,142,
2750,09/01/2022,18,10,5,18,10,5,-27,-23,-39,-24,-13,-32,-17,-14,-20,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,8,0,0,,252,147,142,
2751,10/01/2022,23,16,10,23,16,10,-26,-23,-39,-23,-17,-34,-21,-20,-29,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,13,13,8,,263,159,150,
2752,11/01/2022,0,0,0,0,0,0,-30,-27,-23,-25,-23,-17,-20,-14,-12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,260,157,150,
2753,12/01/2022,44,28,18,32,20,12,-26,-21,-43,-21,-17,-33,-16,-10,-25,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,255,149,150,
2754,13/01/2022,106,62,32,39,24,15,-24,-24,-46,-22,-14,-39,-14,-12,-25,,Snow,Heavy Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,25,0,0,,270,147,150,
2755,14/01/2022,32,22,16,27,18,11,-24,-21,-38,-19,-12,-30,-14,-10,-22,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,267,144,150,
2756,15/01/2022,3,2,1,3,2,1,-27,-27,-30,-22,-14,-23,-17,-13,-16,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,266,144,150,
2757,16/01/2022,7,4,2,7,4,2,-26,-25,-33,-24,-21,-28,-21,-19,-23,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,1,,269,146,151,
2758,17/01/2022,12,8,4,12,8,4,-26,-24,-36,-24,-17,-30,-21,-17,-25,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,9,8,4,,276,153,155,
2759,18/01/2022,22,13,8,22,13,8,-22,-17,-34,-17,-12,-25,-12,-6,-17,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,274,147,155,
2760,19/01/2022,88,58,38,24,16,10,-26,-25,-48,-24,-18,-41,-21,-21,-35,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,9,8,4,,275,154,160,
2761,20/01/2022,25,15,9,16,10,6,-27,-27,-41,-25,-19,-35,-22,-20,-29,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,277,157,162,
2762,21/01/2022,19,13,9,13,8,5,-29,-27,-42,-27,-21,-36,-24,-23,-31,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,2,,279,159,163,
2763,22/01/2022,1,0,0,1,0,0,-24,-23,-21,-22,-18,-17,-19,-17,-14,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,13,11,7,,292,170,170,
2764,23/01/2022,2,1,1,2,1,1,-24,-22,-25,-19,-14,-18,-14,-10,-11,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,291,170,170,
2765,24/01/2022,35,23,15,16,10,6,-21,-19,-35,-19,-14,-29,-16,-12,-24,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,2,,293,174,172,
2766,25/01/2022,1,0,0,1,0,0,-27,-24,-25,-22,-16,-18,-17,-8,-12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,285,165,172,
2767,26/01/2022,29,16,8,15,9,5,-25,-21,-39,-22,-20,-33,-20,-17,-26,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,284,165,173,
2768,27/01/2022,1,1,0,1,1,0,-29,-26,-28,-24,-17,-21,-19,-13,-15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,276,164,173,
2769,28/01/2022,31,20,12,23,13,7,-21,-15,-34,-16,-13,-25,-11,-5,-17,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,268,158,173,
2770,29/01/2022,1,0,0,1,0,0,-28,-27,-26,-25,-15,-21,-18,-17,-13,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,269,157,173,
2771,30/01/2022,15,9,6,15,9,6,-24,-22,-34,-19,-13,-26,-14,-11,-18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,259,147,173,
2772,31/01/2022,11,6,3,11,6,3,-30,-29,-40,-27,-23,-34,-25,-22,-27,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,259,147,174,
2773,01/02/2022,14,8,5,14,8,5,-22,-18,-31,-19,-13,-26,-17,-14,-20,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,263,150,176,
2774,02/02/2022,66,39,21,36,21,12,-27,-25,-47,-24,-22,-40,-22,-21,-33,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,258,149,177,
2775,03/02/2022,19,11,5,19,11,5,-25,-24,-36,-22,-19,-30,-20,-19,-24,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,1,1,,258,149,178,
2776,04/02/2022,10,6,3,10,6,3,-25,-20,-33,-20,-18,-24,-15,-12,-16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,247,139,178,
2777,05/02/2022,67,41,24,29,18,11,-28,-25,-48,-25,-22,-41,-23,-19,-35,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,243,139,179,
2778,06/02/2022,0,0,0,0,0,0,-21,-21,-14,-18,-15,-11,-16,-13,-7,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,244,139,179,
2779,07/02/2022,3,2,1,3,2,1,-25,-21,-27,-22,-14,-23,-15,-15,-14,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,245,139,179,
2780,08/02/2022,85,50,27,36,22,12,-24,-21,-44,-21,-14,-37,-14,-10,-24,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,3,0,0,,240,137,179,
2781,09/02/2022,31,21,14,25,15,9,-23,-22,-36,-20,-12,-31,-12,-11,-19,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,240,136,179,
2782,10/02/2022,16,11,7,16,11,7,-25,-25,-36,-23,-17,-31,-20,-19,-26,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,3,,242,138,182,
2783,11/02/2022,4,2,2,4,2,2,-28,-26,-32,-26,-23,-28,-23,-19,-24,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,2,,245,140,183,
2784,12/02/2022,6,4,2,6,4,2,-23,-21,-29,-21,-11,-24,-13,-12,-14,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,246,140,183,
2785,13/02/2022,20,14,9,20,14,9,-23,-16,-35,-18,-13,-26,-13,-6,-19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,242,138,183,
2786,14/02/2022,91,51,25,30,17,9,-20,-14,-39,-15,-13,-29,-10,-2,-19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,229,128,183,
2787,15/02/2022,8,5,3,8,5,3,-22,-19,-29,-20,-13,-24,-17,-15,-19,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,14,9,,243,142,192,
2788,16/02/2022,15,9,5,15,9,5,-22,-19,-32,-20,-10,-26,-12,-8,-15,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,4,0,0,,245,141,192,
2789,17/02/2022,5,3,1,5,3,1,-23,-22,-28,-21,-14,-23,-18,-14,-18,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,14,9,,259,155,201,
2790,18/02/2022,16,9,5,16,9,5,-25,-23,-36,-22,-17,-30,-20,-20,-24,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,13,12,9,,270,166,210,
2791,19/02/2022,55,34,20,24,15,8,-22,-21,-39,-17,-10,-29,-12,-11,-20,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,265,164,210,
2792,20/02/2022,17,10,5,17,10,5,-25,-20,-36,-20,-13,-27,-15,-7,-18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,257,162,210,
2793,21/02/2022,16,10,5,16,10,5,-23,-23,-33,-18,-13,-24,-13,-10,-16,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,255,161,210,
2794,22/02/2022,62,38,21,20,12,7,-20,-20,-36,-17,-14,-30,-15,-14,-24,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,3,,255,164,212,
2795,23/02/2022,7,4,3,7,4,3,-22,-22,-27,-19,-14,-23,-17,-14,-19,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,17,17,7,,271,181,219,
2796,24/02/2022,5,3,1,5,3,1,-24,-22,-28,-18,-11,-20,-14,-10,-13,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,271,180,219,
2797,25/02/2022,7,4,2,7,4,2,-23,-20,-29,-20,-16,-23,-17,-15,-18,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,7,5,3,,277,185,222,
2798,26/02/2022,25,14,7,18,11,6,-21,-18,-33,-19,-7,-28,-11,-9,-16,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,287,185,222,
2799,27/02/2022,7,4,2,7,4,2,-20,-18,-26,-15,-11,-18,-10,-4,-11,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,283,176,222,
2800,28/02/2022,28,18,11,25,16,10,-21,-17,-34,-16,-7,-25,-11,-9,-17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,281,175,222,
2801,01/03/2022,16,9,4,16,9,4,-24,-23,-35,-22,-10,-29,-14,-14,-17,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,282,174,222,
2802,02/03/2022,15,9,4,15,9,4,-23,-22,-33,-21,-16,-27,-18,-14,-22,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,9,9,5,,290,182,227,
2803,03/03/2022,7,4,2,7,4,2,-19,-18,-24,-16,-14,-20,-14,-11,-15,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,3,,293,185,229,
2804,04/03/2022,24,16,10,18,11,7,-19,-17,-30,-14,-9,-22,-9,-3,-14,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,289,183,229,
2805,05/03/2022,40,23,12,14,9,5,-24,-20,-39,-21,-13,-33,-14,-10,-21,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,288,183,229,
2806,06/03/2022,45,31,22,9,6,4,-20,-17,-34,-15,-6,-26,-10,-10,-18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,284,182,229,
2807,07/03/2022,3,2,1,2,1,1,-21,-17,-23,-18,-13,-18,-16,-13,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,5,2,,289,187,231,
2808,08/03/2022,9,5,3,2,1,1,-22,-15,-28,-16,-13,-20,-11,-4,-13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,284,184,231,
2809,09/03/2022,2,1,1,1,1,0,-23,-21,-25,-21,-10,-20,-13,-9,-11,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,288,184,231,
2810,10/03/2022,0,0,0,0,0,0,-18,-14,-13,-13,-7,-7,-8,0,-2,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,287,180,231,
2811,11/03/2022,0,0,0,0,0,0,-18,-14,-7,-20,-13,-9,-23,-19,-10,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,284,177,231,
2812,12/03/2022,1,0,0,1,0,0,-23,-23,-21,-21,-17,-17,-18,-18,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,3,,288,180,234,
2813,13/03/2022,0,0,0,0,0,0,-24,-20,-17,-19,-14,-11,-14,-9,-6,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,281,171,234,
2814,14/03/2022,2,1,1,2,1,1,-22,-18,-23,-17,-11,-16,-12,-5,-9,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,273,168,234,
2815,15/03/2022,4,3,1,4,3,1,-21,-20,-25,-18,-9,-20,-11,-11,-10,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,273,168,234,
2816,16/03/2022,5,3,1,5,3,1,-16,-13,-19,-13,-4,-14,-6,-4,-4,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,278,168,234,
2817,17/03/2022,0,0,0,0,0,0,-16,-14,-7,-11,-7,-2,-6,0,3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,270,162,227,
2818,18/03/2022,1,1,0,1,1,0,-17,-17,-15,-14,-6,-11,-6,-2,-2,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,274,162,227,
2819,19/03/2022,41,23,11,9,5,3,-15,-11,-28,-10,-6,-19,-5,3,-10,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,263,153,202,
2820,20/03/2022,4,3,2,4,3,2,-18,-15,-21,-13,-8,-14,-8,-5,-7,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,263,153,202,
2821,21/03/2022,11,6,3,6,4,3,-16,-13,-22,-13,-5,-17,-6,-4,-7,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,8,0,0,,270,153,202,
2822,22/03/2022,0,0,0,0,0,0,-19,-15,-13,-14,-10,-8,-9,-4,-2,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,264,145,202,
2823,23/03/2022,1,1,1,1,1,1,-21,-17,-20,-19,-16,-16,-16,-12,-13,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,269,149,205,
2824,24/03/2022,0,0,0,0,0,0,-13,-10,-1,-15,-11,-2,-18,-12,-4,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,263,139,205,
2825,25/03/2022,7,5,3,7,5,3,-11,-7,-15,-8,-6,-11,-6,-4,-7,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,2,,265,141,207,
2826,26/03/2022,23,16,11,8,5,3,-15,-13,-25,-13,-10,-20,-10,-9,-16,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,267,144,209,
2827,27/03/2022,1,1,0,1,1,0,-15,-14,-14,-10,-3,-8,-5,-2,-2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,267,144,209,
2828,28/03/2022,4,3,1,4,3,1,-16,-13,-19,-13,-3,-14,-6,-3,-5,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,15,0,0,,282,144,209,
2829,29/03/2022,1,1,0,1,1,0,-13,-13,-12,-10,-8,-8,-8,-8,-4,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,8,8,4,,289,152,213,
2830,30/03/2022,4,3,2,4,3,2,-13,-12,-16,-8,-3,-9,-3,-3,-3,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,289,151,213,
2831,31/03/2022,10,6,4,8,5,3,-14,-14,-20,-11,-9,-15,-9,-5,-11,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,13,7,,302,164,220,
